code,date,name,lon,lat,row,col,cover_rate,comment
1A62166,2021-02-01,name,79.05053414725779,41.268304953481625,214,24,9,comment
1A41425,2021-02-01,name,81.65930168822115,35.71599546710992,214,203,5,comment
1A200141,2021-02-01,name,84.60466276227478,26.458825359877956,214,493,9,comment
1A46975,2021-02-01,name,81.24307301182647,36.82409998053489,215,168,2,comment
1A285884,2021-02-01,name,85.15050120863894,24.261258991711657,215,561,2,comment
1A285888,2021-02-01,name,85.17888983769389,24.300236278756227,216,560,12,comment
1A285902,2021-02-01,name,85.1930034584567,24.23522483805114,216,562,14,comment
1A51404,2021-02-01,name,80.11057227018908,39.49094899094895,217,83,41,comment
1A283286,2021-02-01,name,85.0924875842759,24.859138019005336,217,543,20,comment
1A200264,2021-02-01,name,84.78790994672592,26.325490050015844,218,498,17,comment
1A290081,2021-02-01,name,85.67362266851042,22.42940097927235,219,618,2,comment
1A299974,2021-02-01,name,85.81653751693409,21.678071535794157,219,641,15,comment
1A62127,2021-02-01,name,79.40964220174345,41.12895058247364,220,31,2,comment
1A41310,2021-02-01,name,81.77673203455473,36.061052875021886,220,194,20,comment
1A51464,2021-02-01,name,80.17906998752677,39.72367868570136,221,77,58,comment
1A47054,2021-02-01,name,81.46368619376081,36.91966515279402,221,167,4,comment
1A215030,2021-02-01,name,83.63169893475673,30.95650101286335,221,355,3,comment
1A51458,2021-02-01,name,80.23441341942629,39.70452373092861,222,78,57,comment
1A63171,2021-02-01,name,79.90184025640679,40.45811321919769,223,54,2,comment
1A50883,2021-02-01,name,80.23817378090726,39.88291858850206,224,73,65,comment
1A50945,2021-02-01,name,80.36020190596125,39.63509267890735,224,81,64,comment
1A50966,2021-02-01,name,80.49077070226359,39.460651386018725,225,87,31,comment
1A48450,2021-02-01,name,81.43240679959499,37.40160499931449,225,153,9,comment
1A63798,2021-02-01,name,79.99148568605221,40.55606989832118,226,52,59,comment
1A48438,2021-02-01,name,81.4037488387951,37.56915599110151,226,148,11,comment
1A43259,2021-02-01,name,82.56175745022311,34.70018202454808,226,239,46,comment
1A287833,2021-02-01,name,85.74525646275522,23.353109868873425,226,591,1,comment
1A63541,2021-02-01,name,79.80020140651298,41.10474798776278,228,35,31,comment
1A217524,2021-02-01,name,83.39061352887715,32.58595420451761,228,306,10,comment
1A301023,2021-02-01,name,86.28457840087617,20.876355570875674,228,667,7,comment
1A301039,2021-02-01,name,86.30742117790612,20.745083157705032,228,671,18,comment
1A49778,2021-02-01,name,80.91671329282711,38.94665407026371,229,105,16,comment
1A217736,2021-02-01,name,83.28871611110627,33.0103214537324,229,293,2,comment
1A45783,2021-02-01,name,81.84240144017913,36.952441736575096,230,169,28,comment
1A197241,2021-02-01,name,85.1654879993569,26.637395515093505,230,491,5,comment
1A50905,2021-02-01,name,80.53529774927749,39.93436491048453,231,74,65,comment
1A45893,2021-02-01,name,82.0512823271078,36.65833619584006,232,179,17,comment
1A219002,2021-02-01,name,83.21598714542296,33.58059521491564,232,276,55,comment
1A287958,2021-02-01,name,85.89800921089243,23.68406895817578,232,582,12,comment
1A48253,2021-02-01,name,81.48785573680522,38.084425671246045,233,134,65,comment
1A50786,2021-02-01,name,80.5340135608402,40.21808661833254,234,66,64,comment
1A43485,2021-02-01,name,82.9397079261201,34.58728317743052,234,245,2,comment
1A45940,2021-02-01,name,82.19459135419783,36.62639999745889,235,181,10,comment
1A301295,2021-02-01,name,86.55757097036563,20.74951216366063,235,672,1,comment
1A63632,2021-02-01,name,80.20721565312874,41.04793929275127,236,40,5,comment
1A51118,2021-02-01,name,81.0362439704369,39.36956634071875,236,94,76,comment
1A48288,2021-02-01,name,81.68958178443178,37.92878016749338,236,140,32,comment
1A212489,2021-02-01,name,84.58783509501573,29.728728533997202,236,397,63,comment
1A300853,2021-02-01,name,86.5642528995426,20.919272827647067,236,667,1,comment
1A48285,2021-02-01,name,81.7018446039794,38.002493161162924,237,138,11,comment
1A44296,2021-02-01,name,82.77101967859159,35.37957974763278,237,221,24,comment
1A43116,2021-02-01,name,82.89073370474725,35.06173987333253,237,231,4,comment
1A63918,2021-02-01,name,80.6037127393528,40.45173152912213,238,60,37,comment
1A50690,2021-02-01,name,80.8786848906994,39.89161182596493,238,78,64,comment
1A45655,2021-02-01,name,82.051565968313,37.28907517758774,238,161,20,comment
1A212465,2021-02-01,name,84.7443033702114,29.590814997148456,239,402,30,comment
1A50610,2021-02-01,name,80.8639626933305,40.20697750119617,241,69,62,comment
1A216583,2021-02-01,name,84.21082413284581,31.673398638595142,241,338,3,comment
1A216653,2021-02-01,name,84.2902416372137,31.415686332490285,241,346,10,comment
1A284184,2021-02-01,name,85.92199498301771,25.317338890771065,242,534,2,comment
1A284191,2021-02-01,name,85.94355628941972,25.389305050061896,243,532,79,comment
1A50668,2021-02-01,name,81.17740810755345,39.94130126305676,245,79,64,comment
1A218520,2021-02-01,name,83.50114406685842,34.30910463501628,245,257,2,comment
1A48748,2021-02-01,name,82.35496872935087,37.510388814071405,247,157,15,comment
1A218154,2021-02-01,name,83.87179030599712,33.599900264900086,248,280,1,comment
1A49277,2021-02-01,name,81.90389977668993,38.76272231430906,249,118,4,comment
1A300729,2021-02-01,name,87.02582482582889,20.955199503054693,249,668,8,comment
1A50147,2021-02-01,name,81.67394474349527,39.37137287182264,250,99,31,comment
1A64134,2021-02-01,name,81.08843018208867,40.698291880856054,251,57,57,comment
1A64155,2021-02-01,name,81.16513129160082,40.54210580186083,251,62,62,comment
1A50158,2021-02-01,name,81.68554350175954,39.44541178964611,251,97,68,comment
1A197940,2021-02-01,name,85.70344814853206,27.869004617312747,252,458,13,comment
1A289436,2021-02-01,name,86.97672762599883,22.065779360177604,253,635,7,comment
1A50438,2021-02-01,name,81.49918300611793,40.13851593784927,254,76,59,comment
1A300436,2021-02-01,name,87.08822167594954,21.642155412467616,254,648,10,comment
1A50510,2021-02-01,name,81.4351898392053,40.36941507291528,255,69,11,comment
1A130806,2021-02-01,name,83.76507035550907,35.10435002300019,258,236,10,comment
1A192840,2021-02-01,name,86.05138785464523,27.388788021435385,258,474,5,comment
1A497309,2021-02-01,name,87.0213455027192,22.819768110083444,258,613,6,comment
1A126981,2021-02-01,name,83.27811934359289,36.521450348096955,259,192,1,comment
1A70534,2021-02-01,name,81.89190222155602,39.89241895525818,260,86,61,comment
1A131018,2021-02-01,name,84.025334959573,34.609583786212774,260,252,2,comment
1A497231,2021-02-01,name,87.15332950913925,22.500877320224113,260,623,25,comment
1A136550,2021-02-01,name,85.39212194643511,30.38099965063553,261,383,8,comment
1A191271,2021-02-01,name,85.59763118389824,29.631950199895325,261,406,1,comment
1A485000,2021-02-01,name,87.49751756952949,20.71971635392741,261,677,2,comment
1A192725,2021-02-01,name,86.0921224186385,28.013365429701576,263,456,1,comment
1A127461,2021-02-01,name,83.70652929272164,35.96319143620245,264,211,27,comment
1A130885,2021-02-01,name,84.0794279564957,34.93617404236444,264,243,1,comment
1A191089,2021-02-01,name,85.55896092972716,30.209183938360358,264,389,75,comment
1A191102,2021-02-01,name,85.56794047972924,30.176598895186487,264,390,12,comment
1A497112,2021-02-01,name,87.4084306282066,22.30265031047257,266,630,1,comment
1A501046,2021-02-01,name,87.08968137441192,24.192712671977407,267,573,1,comment
1A69877,2021-02-01,name,81.93993386167247,40.581162993585195,268,67,1,comment
1A191313,2021-02-01,name,85.81547204213504,29.848659711698996,268,401,1,comment
1A502266,2021-02-01,name,86.81939784524488,25.682835930341277,268,528,4,comment
1A70760,2021-02-01,name,82.53033264232673,39.4980895777911,270,102,67,comment
1A125077,2021-02-01,name,83.2762174865283,37.96162618415884,272,151,10,comment
1A71591,2021-02-01,name,82.59662171060216,39.65763740406066,273,98,51,comment
1A71576,2021-02-01,name,82.63900021115516,39.562538915181285,273,101,47,comment
1A131665,2021-02-01,name,84.87835063659665,33.69499531644939,273,284,1,comment
1A190564,2021-02-01,name,86.08949569421823,29.559620732748957,273,411,30,comment
1A70170,2021-02-01,name,82.52184691702237,40.02812688963546,275,87,63,comment
1A497418,2021-02-01,name,87.6160873779255,22.981974766106276,275,611,25,comment
1A70176,2021-02-01,name,82.51984709359824,40.13419928099365,276,84,63,comment
1A71542,2021-02-01,name,82.88686841322367,39.4154681044091,277,107,69,comment
1A195725,2021-02-01,name,86.96067275782458,26.598164976249347,277,502,7,comment
1A192132,2021-02-01,name,86.60923225697397,28.594048820629375,280,442,1,comment
1A126530,2021-02-01,name,83.96880220597036,37.22052899068266,281,177,1,comment
1A127958,2021-02-01,name,84.23686609447373,36.513284886804605,281,199,8,comment
1A135857,2021-02-01,name,85.89113791200428,31.591453780076858,282,351,13,comment
1A71413,2021-02-01,name,83.28401443604105,39.235625463534156,284,115,43,comment
1A190492,2021-02-01,name,86.4936595449631,29.67446807566837,284,410,53,comment
1A195588,2021-02-01,name,87.31933303854618,26.353140073092284,285,511,1,comment
1A497654,2021-02-01,name,87.97469681024398,23.037651010654102,285,611,30,comment
1A71426,2021-02-01,name,83.29776471401831,39.41637592656055,286,110,25,comment
1A70038,2021-02-01,name,82.81654475800907,40.604904475407245,287,73,12,comment
1A123228,2021-02-01,name,84.46487858047094,36.954774947253846,290,188,23,comment
1A137563,2021-02-01,name,86.51579030932014,30.646546776315073,291,382,1,comment
1A71728,2021-02-01,name,83.51792552669873,39.86351454419056,295,99,59,comment
1A71800,2021-02-01,name,83.62849999324102,39.82083145262608,297,101,66,comment
1A500242,2021-02-01,name,88.11505724561478,24.874564819399254,298,558,3,comment
1A124467,2021-02-01,name,84.23314427381797,38.69684989843275,300,137,5,comment
1A73211,2021-02-01,name,83.50188660998788,40.53519598773371,301,80,4,comment
1A132302,2021-02-01,name,85.75113943082472,34.62335958576551,301,263,1,comment
1A72909,2021-02-01,name,83.83761286531166,40.300798280388015,306,89,56,comment
1A72950,2021-02-01,name,83.8792174841702,40.20461657445233,306,92,63,comment
1A139063,2021-02-01,name,86.5692005349191,32.63603230677605,306,325,14,comment
1A72627,2021-02-01,name,84.03165772330307,40.0653018065107,308,97,58,comment
1A124375,2021-02-01,name,84.64475054360584,38.7977623049531,310,137,3,comment
1A72851,2021-02-01,name,83.94987474694798,40.57855383261395,311,82,9,comment
1A72830,2021-02-01,name,84.04766697475853,40.460788362454835,312,86,45,comment
1A195003,2021-02-01,name,88.18820874225707,27.123422619672358,312,493,2,comment
1A483280,2021-02-01,name,89.4600676014232,19.930615035666293,312,708,1,comment
1A72482,2021-02-01,name,84.40439645107648,39.838402697861525,314,106,29,comment
1A123938,2021-02-01,name,85.02395295070438,38.28752303188387,314,154,1,comment
1A72698,2021-02-01,name,84.35311812418074,40.18127396205216,316,96,2,comment
1A138230,2021-02-01,name,87.22439649720464,31.759634643290592,316,354,1,comment
1A495925,2021-02-01,name,89.13903055871425,22.937671294780994,316,619,9,comment
1A495880,2021-02-01,name,89.18652145955608,22.87584768570211,317,621,50,comment
1A189773,2021-02-01,name,87.60589428502085,30.61726593775336,318,389,1,comment
1A189378,2021-02-01,name,87.87698061738222,29.523195170969554,318,422,7,comment
1A124164,2021-02-01,name,85.0675446068196,38.75791650724702,319,141,1,comment
1A189759,2021-02-01,name,87.66942392635127,30.525172920805336,319,392,85,comment
1A117333,2021-02-01,name,85.89745627384958,36.62048262418424,320,207,26,comment
1A187158,2021-02-01,name,87.86997361450167,30.042144397426892,321,407,8,comment
1A75021,2021-02-01,name,84.83195701787595,39.694425871285674,322,113,50,comment
1A188344,2021-02-01,name,88.15438498225392,29.01917263542937,322,438,10,comment
1A494642,2021-02-01,name,89.32816172218006,23.136867910351274,322,614,11,comment
1A75025,2021-02-01,name,84.9157206483068,39.714708409242306,324,113,62,comment
1A74722,2021-02-01,name,84.6913650480532,40.371529624383875,325,93,12,comment
1A494694,2021-02-01,name,89.48750753699605,22.850184562995445,325,623,26,comment
1A187020,2021-02-01,name,87.90430187910104,30.70855802031161,326,388,1,comment
1A121969,2021-02-01,name,85.75322908796063,37.8925336378351,327,170,1,comment
1A495502,2021-02-01,name,89.59309282990074,22.658709881504713,327,629,14,comment
1A122645,2021-02-01,name,86.04022219048908,37.2164159536379,328,191,7,comment
1A188268,2021-02-01,name,88.35084402436807,29.193065788101126,328,434,15,comment
1A121449,2021-02-01,name,85.31873833163827,39.27847641463315,329,128,37,comment
1A75166,2021-02-01,name,85.30951969255504,39.4182774910783,330,124,15,comment
1A121779,2021-02-01,name,85.77417360282105,38.32170430000188,331,158,1,comment
1A75208,2021-02-01,name,85.34545093668825,39.67544224517894,333,117,3,comment
1A188173,2021-02-01,name,88.63202967722619,28.82647844662974,333,446,19,comment
1A181991,2021-02-01,name,88.92300285182564,27.48984990913686,333,486,2,comment
1A494797,2021-02-01,name,89.7280526184126,23.194122855358458,333,614,4,comment
1A122626,2021-02-01,name,86.27429377707944,37.304169499318434,334,190,1,comment
1A495441,2021-02-01,name,89.8361221382967,22.76148839913581,334,627,40,comment
1A144895,2021-02-01,name,87.50513119578966,33.560322473907114,335,304,2,comment
1A122349,2021-02-01,name,86.16555379172432,37.98637773291152,337,170,2,comment
1A75312,2021-02-01,name,85.62358501522829,39.66988777670465,339,119,2,comment
1A122341,2021-02-01,name,86.22471199213082,38.0704516519656,339,168,1,comment
1A117600,2021-02-01,name,86.67780346104885,36.89921281654799,340,204,4,comment
1A115949,2021-02-01,name,87.25138772793126,35.261445021834646,341,254,2,comment
1A115948,2021-02-01,name,87.26160627788245,35.22843863223124,341,255,1,comment
1A489062,2021-02-01,name,90.47163751645229,20.228456791911462,341,703,15,comment
1A122428,2021-02-01,name,86.44232384124143,37.83618751978975,342,176,3,comment
1A505734,2021-02-01,name,89.66898477209232,25.463593263219728,342,548,33,comment
1A494893,2021-02-01,name,90.05065581710555,23.274039630715414,342,613,1,comment
1A495164,2021-02-01,name,90.11083265085242,22.90289943096432,342,624,3,comment
1A478510,2021-02-01,name,90.67271747819612,18.979759903528766,342,740,1,comment
1A75290,2021-02-01,name,85.74128983885673,39.839606933090586,343,115,24,comment
1A489348,2021-02-01,name,90.41972287231386,21.11702732632555,343,677,10,comment
1A477657,2021-02-01,name,90.59373442083425,19.864747331320398,343,714,2,comment
1A116762,2021-02-01,name,87.0160651650229,36.40814364448256,344,220,82,comment
1A186575,2021-02-01,name,88.71905493369584,30.33650197483008,344,403,2,comment
1A493849,2021-02-01,name,89.98842517279525,24.09380899106645,344,589,2,comment
1A489189,2021-02-01,name,90.52305119610745,20.647843314352833,344,691,1,comment
1A75480,2021-02-01,name,85.85133684395134,39.794063450434784,345,117,15,comment
1A145518,2021-02-01,name,87.62252376679912,34.60034927506352,345,275,1,comment
1A505795,2021-02-01,name,89.7553068574436,25.615144496050885,345,544,4,comment
1A75398,2021-02-01,name,85.98649447623816,39.68306262190207,347,121,27,comment
1A121180,2021-02-01,name,86.14117261613616,39.39866876567215,348,130,64,comment
1A504495,2021-02-01,name,89.86049604714198,25.665768621611782,348,543,10,comment
1A183209,2021-02-01,name,89.40139406116074,28.36750104164441,350,463,2,comment
1A505612,2021-02-01,name,90.01464002649043,25.23885701963021,350,556,43,comment
1A183231,2021-02-01,name,89.38912225729045,28.608762502709432,351,456,29,comment
1A495001,2021-02-01,name,90.40684293958108,23.15064617680026,351,618,2,comment
1A142742,2021-02-01,name,88.52121010740225,32.42892851392112,352,342,71,comment
1A183616,2021-02-01,name,89.54090732239716,28.077829630820656,352,472,7,comment
1A507237,2021-02-01,name,89.98437866873732,25.823118244303767,352,539,9,comment
1A489791,2021-02-01,name,90.8296891248271,20.54765859702747,352,695,35,comment
1A491943,2021-02-01,name,90.52278661744744,22.88995149592307,353,626,6,comment
1A491156,2021-02-01,name,90.63206551818179,22.17903124323002,353,647,53,comment
1A491099,2021-02-01,name,90.65744124889478,22.009682088830203,353,652,3,comment
1A144152,2021-02-01,name,88.31390554697875,33.509815229962676,354,310,1,comment
1A491938,2021-02-01,name,90.55931506543763,22.89486632180574,354,626,17,comment
1A142672,2021-02-01,name,88.71681615042093,32.15073178599778,355,351,44,comment
1A507296,2021-02-01,name,90.04612705581005,26.109821391960168,355,531,14,comment
1A118115,2021-02-01,name,87.51690870777068,36.47862864182207,356,221,1,comment
1A505909,2021-02-01,name,90.18268879347757,25.5756539027263,356,547,58,comment
1A507319,2021-02-01,name,90.11456158108265,26.154912807456974,357,530,6,comment
1A491086,2021-02-01,name,90.81783877180945,21.926743932419587,357,655,46,comment
1A476883,2021-02-01,name,91.08689621235062,19.9920549553549,357,712,3,comment
1A477124,2021-02-01,name,91.18693196531378,19.210370748481203,357,735,2,comment
1A120539,2021-02-01,name,86.67296478340678,39.198800779278734,358,139,21,comment
1A119105,2021-02-01,name,87.27437428604178,37.48699734392266,358,191,10,comment
1A142727,2021-02-01,name,88.74862997128668,32.50652679179229,358,341,17,comment
1A141353,2021-02-01,name,88.90235220549839,31.905182241364432,358,359,61,comment
1A493288,2021-02-01,name,90.5092693448546,24.133275621628727,358,590,2,comment
1A476903,2021-02-01,name,91.14496205857449,19.826339989880417,358,717,38,comment
1A119503,2021-02-01,name,87.04058466711196,38.428021790116944,360,163,23,comment
1A119087,2021-02-01,name,87.31287992400536,37.636691347488416,360,187,1,comment
1A117829,2021-02-01,name,87.40130055171045,37.37252778584733,360,195,6,comment
1A117887,2021-02-01,name,87.44507989575041,37.24037517581723,360,199,6,comment
1A118234,2021-02-01,name,87.5854052630291,36.810558327836524,360,212,4,comment
1A115579,2021-02-01,name,87.92852537840565,35.71735061297776,360,245,82,comment
1A490800,2021-02-01,name,90.9906947324081,21.499463895674715,360,668,50,comment
1A119336,2021-02-01,name,87.15144846336993,38.239385463403366,361,169,2,comment
1A491985,2021-02-01,name,90.82576653182831,22.86125131419746,361,628,53,comment
1A119512,2021-02-01,name,87.15889113420063,38.34731379047424,362,166,2,comment
1A493387,2021-02-01,name,90.71601971118474,24.023538836528303,363,594,42,comment
1A475868,2021-02-01,name,91.42690223613721,19.030174654101593,363,741,1,comment
1A141456,2021-02-01,name,89.14605552719297,31.914567382514132,364,360,75,comment
1A141728,2021-02-01,name,89.30987407621397,31.244442124391007,364,380,2,comment
1A507619,2021-02-01,name,90.29461298573969,26.633632281840054,364,517,8,comment
1A506356,2021-02-01,name,90.57015476325051,25.11227920334742,364,562,28,comment
1A506275,2021-02-01,name,90.63418576320778,24.739938656173265,364,573,49,comment
1A115209,2021-02-01,name,88.04099182453257,36.0573583512242,365,236,1,comment
1A142872,2021-02-01,name,88.92077309519497,32.95895808855968,365,329,8,comment
1A493394,2021-02-01,name,90.7842654715566,24.06761780766898,365,593,24,comment
1A118214,2021-02-01,name,87.83257078877388,36.86185813491772,366,212,2,comment
1A493467,2021-02-01,name,90.87605572293688,23.733632256597616,366,603,49,comment
1A476729,2021-02-01,name,91.42385378825152,19.927553464298228,366,715,27,comment
1A146943,2021-02-01,name,88.4783793837604,34.87634025685445,367,272,88,comment
1A489574,2021-02-01,name,91.2876073513458,21.224959688867727,367,677,49,comment
1A476608,2021-02-01,name,91.48277369687288,20.037979575118257,368,712,41,comment
1A115123,2021-02-01,name,88.12298885774585,36.35621071481182,369,228,4,comment
1A146950,2021-02-01,name,88.58786722861024,34.792117358575666,369,275,85,comment
1A180315,2021-02-01,name,90.42528526762396,26.96642585333944,369,508,25,comment
1A492651,2021-02-01,name,90.97033882066201,23.850419762639195,369,600,6,comment
1A506461,2021-02-01,name,90.85680893457697,24.771370446985415,370,573,59,comment
1A492701,2021-02-01,name,90.99089213562792,23.957241546518663,370,597,1,comment
1A490338,2021-02-01,name,91.41979267262184,21.06797931854663,370,682,57,comment
1A120308,2021-02-01,name,87.24691033538778,39.25372118891428,371,141,5,comment
1A119918,2021-02-01,name,87.38734356800946,38.85769371545955,371,153,9,comment
1A507718,2021-02-01,name,90.58307828981367,26.5381583353579,371,521,12,comment
1A491355,2021-02-01,name,91.32267825883343,22.02526472656356,371,654,56,comment
1A180298,2021-02-01,name,90.53850387226045,26.983656323976792,372,508,4,comment
1A490356,2021-02-01,name,91.4923455239142,21.076676399886317,372,682,54,comment
1A476339,2021-02-01,name,91.66581181335135,19.747641474823453,372,721,5,comment
1A120290,2021-02-01,name,87.33179594268418,39.272070924177505,373,141,12,comment
1A119650,2021-02-01,name,87.69922062850952,38.21433417337642,373,173,5,comment
1A506758,2021-02-01,name,90.86026839107491,25.640172155368347,374,548,6,comment
1A506754,2021-02-01,name,90.87212451902428,25.57236383372619,374,550,8,comment
1A490311,2021-02-01,name,91.57872777375819,20.983124424897074,374,685,38,comment
1A180412,2021-02-01,name,90.58111140497712,27.373073406137163,375,497,55,comment
1A492396,2021-02-01,name,91.30291744994345,23.16640877516789,375,621,4,comment
1A490092,2021-02-01,name,91.68707036854104,20.44195887531521,375,701,42,comment
1A491406,2021-02-01,name,91.48571025566791,22.184212508144835,376,650,5,comment
1A118820,2021-02-01,name,88.02111343583768,37.78521629124243,377,187,3,comment
1A490279,2021-02-01,name,91.70563864302414,21.13670350263872,378,681,55,comment
1A180513,2021-02-01,name,90.68736360456364,27.633208938542083,379,490,35,comment
1A506844,2021-02-01,name,91.0532936752748,25.633037602517547,379,549,2,comment
1A492773,2021-02-01,name,91.37143369158407,23.93902058734079,380,599,45,comment
1A490227,2021-02-01,name,91.81467561100641,20.872336497327645,380,689,57,comment
1A118797,2021-02-01,name,88.22084978880152,37.719923311403214,381,190,5,comment
1A180548,2021-02-01,name,90.74383377443174,27.746432932215544,381,487,32,comment
1A492788,2021-02-01,name,91.38696816395424,24.08004380109245,381,595,48,comment
1A118840,2021-02-01,name,88.21960251363329,37.86141329625964,382,186,6,comment
1A476413,2021-02-01,name,92.02639280066697,19.787766697716084,382,721,56,comment
1A184004,2021-02-01,name,90.70071045379383,28.36772197400436,383,469,3,comment
1A491585,2021-02-01,name,91.64315616426242,22.89781666334874,383,630,50,comment
1A508220,2021-02-01,name,91.15191905442065,26.16920582324761,384,534,1,comment
1A163921,2021-02-01,name,90.25553288719749,30.847759741109126,385,396,64,comment
1A179272,2021-02-01,name,90.95373985983751,27.67369080915628,386,490,46,comment
1A512952,2021-02-01,name,91.58838044641465,24.002499352623126,386,598,12,comment
1A513352,2021-02-01,name,91.77351130677066,22.77533811809749,386,634,10,comment
1A147526,2021-02-01,name,89.22434837348585,35.2664472215436,387,265,1,comment
1A114655,2021-02-01,name,89.13194595254534,35.74288338222545,388,251,2,comment
1A164745,2021-02-01,name,90.44048976186264,30.563366450504475,388,405,1,comment
1A471009,2021-02-01,name,92.15814051398,20.495681770063282,388,701,51,comment
1A113453,2021-02-01,name,88.83765613985017,37.02907672580964,390,213,8,comment
1A113618,2021-02-01,name,88.88854140460474,36.8621121662048,390,218,2,comment
1A511958,2021-02-01,name,91.57378355766463,25.044307835596097,390,568,2,comment
1A513070,2021-02-01,name,91.80980372041475,23.544503211541905,390,612,7,comment
1A470059,2021-02-01,name,92.13344871925733,21.2562716564611,390,679,51,comment
1A470996,2021-02-01,name,92.2090117459612,20.674894728695737,390,696,11,comment
1A471339,2021-02-01,name,92.34023384833915,19.613986399360087,390,727,39,comment
1A114545,2021-02-01,name,89.23855387864194,35.97514100426463,392,245,8,comment
1A471227,2021-02-01,name,92.37123593263695,19.964218366345772,392,717,57,comment
1A180011,2021-02-01,name,91.30900198076479,27.237964868579944,393,504,2,comment
1A470244,2021-02-01,name,92.22483839593988,21.40579437395108,393,675,50,comment
1A471527,2021-02-01,name,92.42816869908692,19.796895024062398,393,722,28,comment
1A163707,2021-02-01,name,90.4478721482805,31.616225360016433,394,375,2,comment
1A513439,2021-02-01,name,92.11471661560819,22.748141086668408,395,636,47,comment
1A163599,2021-02-01,name,90.58835227563476,31.359015982022505,396,383,1,comment
1A513446,2021-02-01,name,92.20298109565975,22.654582808339075,397,639,48,comment
1A469844,2021-02-01,name,92.3205267005202,22.07740150917154,398,656,52,comment
1A470189,2021-02-01,name,92.45212069295553,21.0844366532291,398,685,2,comment
1A513476,2021-02-01,name,92.22805529051595,23.00561912743872,399,629,3,comment
1A179691,2021-02-01,name,91.48182459529019,27.787297925456414,400,489,6,comment
1A99921,2021-02-01,name,89.04020883565072,37.95495858681812,401,188,1,comment
1A112788,2021-02-01,name,89.31679343425019,37.05141297209013,401,215,6,comment
1A179460,2021-02-01,name,91.50117378689794,28.104854844764798,402,480,4,comment
1A179481,2021-02-01,name,91.54573494074256,27.866613054961064,402,487,1,comment
1A178591,2021-02-01,name,91.3880841104241,29.102867824247014,404,451,4,comment
1A471989,2021-02-01,name,92.76515938498582,20.354312988913996,404,707,25,comment
1A471568,2021-02-01,name,92.81867948331241,19.908065651636157,404,720,3,comment
1A470728,2021-02-01,name,92.77640811295304,20.564194138533665,405,701,33,comment
1A470477,2021-02-01,name,92.74439468625336,21.117305662175205,406,685,46,comment
1A114042,2021-02-01,name,89.73718499970802,36.67071485292944,408,228,2,comment
1A179580,2021-02-01,name,91.76948290316588,27.934263614330654,408,486,11,comment
1A179588,2021-02-01,name,91.79449470218019,27.797906450138203,408,490,4,comment
1A470597,2021-02-01,name,92.84339429020622,20.91946537432853,408,691,59,comment
1A164221,2021-02-01,name,91.15375594975201,31.205725388607885,409,390,20,comment
1A470397,2021-02-01,name,92.82364781391377,21.36983666907202,409,678,42,comment
1A470401,2021-02-01,name,92.83240413683414,21.30117795277193,409,680,49,comment
1A178372,2021-02-01,name,91.70600928271126,28.69528292718963,410,464,67,comment
1A178373,2021-02-01,name,91.7446541633046,28.701007412999672,411,464,68,comment
1A178234,2021-02-01,name,91.84070166258469,28.18967459194532,411,479,62,comment
1A179566,2021-02-01,name,91.923089715296,27.95647765293869,412,486,45,comment
1A178486,2021-02-01,name,91.78951236746764,28.882875732947895,413,459,62,comment
1A179603,2021-02-01,name,91.97394051667473,27.89375182630707,413,488,35,comment
1A165644,2021-02-01,name,91.62093959398359,29.944785932239125,414,428,34,comment
1A178199,2021-02-01,name,91.9182897865849,28.411145424937466,414,473,66,comment
1A179627,2021-02-01,name,92.05541983827908,27.660262617175,414,495,16,comment
1A470693,2021-02-01,name,93.13711462749211,20.63795340659699,415,700,8,comment
1A471827,2021-02-01,name,93.19441873424677,20.15636600349726,415,714,5,comment
1A112300,2021-02-01,name,89.73652083971395,37.876311770988465,416,194,5,comment
1A111254,2021-02-01,name,90.09047568906198,36.66542911529642,416,230,3,comment
1A166208,2021-02-01,name,91.78043355054531,29.547866595055048,416,440,30,comment
1A166224,2021-02-01,name,91.80715795162253,29.41153003538961,416,444,58,comment
1A467306,2021-02-01,name,93.15700684588172,20.779449936333943,416,696,35,comment
1A468658,2021-02-01,name,92.96960714445869,22.53666660951827,417,645,1,comment
1A165895,2021-02-01,name,91.70167220522555,30.343388776232487,418,417,10,comment
1A112629,2021-02-01,name,90.12022532568595,37.02537814856506,419,220,25,comment
1A110943,2021-02-01,name,90.4210605548961,35.94633338684384,419,252,49,comment
1A509023,2021-02-01,name,92.41864345003842,26.695394369109582,419,524,5,comment
1A112585,2021-02-01,name,90.17187254682669,36.99941758803087,420,221,1,comment
1A176783,2021-02-01,name,92.23696746398358,27.966255938881986,420,487,54,comment
1A472991,2021-02-01,name,93.41234219621303,19.86532708010378,420,723,1,comment
1A160141,2021-02-01,name,91.51108727290212,31.82556469903472,421,374,19,comment
1A176825,2021-02-01,name,92.28944384577929,28.113913575360485,422,483,42,comment
1A112426,2021-02-01,name,90.24024340730091,37.224805139010925,423,215,17,comment
1A177968,2021-02-01,name,92.22827745522504,28.666391066500534,423,467,23,comment
1A467387,2021-02-01,name,93.3883174703005,21.01344120791455,423,690,26,comment
1A177685,2021-02-01,name,92.24170683719171,28.808690545528286,424,463,52,comment
1A468517,2021-02-01,name,93.25587861197135,22.360056661005025,424,651,2,comment
1A166275,2021-02-01,name,92.13169430662191,29.60020188657358,425,440,13,comment
